mm_gene	hg_gene	MEL	CH12	K562	GM12878	q_M	q_C	q_K	q_G
Snhg9	NULL	15.6103687386348	12.3391725267141	0	0	4	4	0	0
Sno	NULL	0.495312650061814	0.803064412571509	0	0	2	3	0	0
Snora15	NULL	11.4193360312152	3.37245524090555	0	0	4	3	0	0
Snora16a	NULL	9.42994562221767	10.6054578328028	0	0	4	4	0	0
Snora17	NULL	0.57228031084614	0.790430815524823	0	0	2	3	0	0
Snora19	NULL	3.23708945945795	0	0	0	3	0	0	0
Snora20	NULL	3.85265336004632	2.38237702143298	0	0	3	3	0	0
Snora21	NULL	3.29256826970997	4.87833384704967	0	0	3	3	0	0
Snora23	NULL	4.48824454855544	2.25219200412864	0	0	3	3	0	0
Snora24	NULL	0.736217679003546	0.686907623444275	0	0	3	2	0	0
Snora26	NULL	0	0	0	0	0	0	0	0
Snora28	NULL	5.33515537999757	6.38784521507386	0	0	3	3	0	0
Snora2b	NULL	8.47973041211636	5.80059884076122	0	0	3	3	0	0
Snora3	NULL	8.66646682761673	8.67387862586085	0	0	3	3	0	0
Snora30	NULL	2.65918953453213	2.93924341527362	0	0	3	3	0	0
Snora31	NULL	9.11033541890878	6.17149910243644	0	0	4	3	0	0
Snora33	NULL	0	0	0	0	0	0	0	0
Snora34	NULL	4.90428796364919	3.35433380082367	0	0	3	3	0	0
Snora35	NULL	0	0	0	0	0	0	0	0
Snora36b	NULL	1.75568978322214	0	0	0	3	0	0	0
Snora41	NULL	4.90913292080646	5.09829107647779	0	0	3	3	0	0
Snora44	NULL	10.4153058368381	11.8711635578853	0	0	4	4	0	0
Snora47	NULL	0	2.55572147691875	0	0	0	3	0	0
Snora52	NULL	14.0238193174526	11.4302079995079	0	0	4	4	0	0
Snora5c	NULL	6.81980528452635	5.73315451923424	0	0	3	3	0	0
Snora61	NULL	12.0222522008341	25.9247298714127	0	0	4	4	0	0
Snora62	NULL	4.20530009132482	2.77479540156108	0	0	3	3	0	0
Snora64	NULL	8.8984360148019	9.14842430388606	0	0	3	3	0	0
Snora65	NULL	25.0593358940494	18.570245595777	0	0	4	4	0	0
Snora68	NULL	10.6282921056199	8.01614194440657	0	0	4	3	0	0
Snora69	NULL	3.22283001275396	2.66098765059972	0	0	3	3	0	0
Snora70	NULL	7.56776477505391	5.599803657678	0	0	3	3	0	0
Snora74a	NULL	0	0	0	0	0	0	0	0
Snora75	NULL	7.76086027886749	6.86295849283933	0	0	3	3	0	0
Snora78	NULL	4.80307424160795	7.58241450474682	0	0	3	3	0	0
Snora7a	NULL	15.2240907937694	13.9705714504214	0	0	4	4	0	0
Snora81	NULL	14.1598298099951	14.948665130903	0	0	4	4	0	0
Snord100	NULL	0	0	0	0	0	0	0	0
Snord104	NULL	24.8269335071315	28.7680848829378	0	0	4	4	0	0
Snord11	NULL	4.66077548729425	0	0	0	3	0	0	0
Snord110	NULL	6.57942652324768	4.58598549789358	0	0	3	3	0	0
Snord111	NULL	7.47947820893303	3.78339818896639	0	0	3	3	0	0
Snord116	NULL	0	0	0	0	0	0	0	0
Snord12	NULL	29.3562261530216	23.585312135511	0	0	4	4	0	0
Snord123	NULL	0	0.0142941382502199	0	0	0	1	0	0
Snord15a	NULL	3.2112147694292	2.899781023391	0	0	3	3	0	0
Snord15b	NULL	0	0	0	0	0	0	0	0
Snord16a	NULL	13.3322146242551	8.07930743925581	0	0	4	3	0	0
Snord17	NULL	4.14318074350907	5.57305265693739	0	0	3	3	0	0
Snord19	NULL	12.6779561207579	7.95268819628211	0	0	4	3	0	0
Snord1a	NULL	0	0	0	0	0	0	0	0
Snord1b	NULL	6.69028770609744	5.64747695350234	0	0	3	3	0	0
Snord1c	NULL	5.88359478990535	4.92146580953107	0	0	3	3	0	0
Snord2	NULL	14.1951307494777	18.439531299055	0	0	4	4	0	0
Snord22	NULL	0	0	0	0	0	0	0	0
Snord23	NULL	4.06705435855045	2.91668712347324	0	0	3	3	0	0
Snord33	NULL	12.1267213478634	16.829764256749	0	0	4	4	0	0
Snord34	NULL	0	0	0	0	0	0	0	0
Snord35a	NULL	6.29114763720438	9.89500944935334	0	0	3	4	0	0
Snord35b	NULL	9.39181535191766	10.5790703040076	0	0	4	4	0	0
Snord37	NULL	5.59762672180332	2.09603211034525	0	0	3	3	0	0
Snord38a	NULL	6.76855579757753	17.5458680783198	0	0	3	4	0	0
Snord42a	NULL	8.61342571261038	12.7709874549007	0	0	3	4	0	0
Snord42b	NULL	12.6326317492829	10.2345302888776	0	0	4	4	0	0
Snord43	NULL	7.12917651093493	10.6524560341831	0	0	3	4	0	0
Snord45b	NULL	13.1406160731318	10.0352704691564	0	0	4	4	0	0
Snord45c	NULL	0	0	0	0	0	0	0	0
Snord47	NULL	44.0454996365137	17.78705103244	0	0	4	4	0	0
Snord49a	NULL	20.8623093295535	22.2538305565297	0	0	4	4	0	0
Snord49b	NULL	20.7049148472409	16.9693335828454	0	0	4	4	0	0
Snord4a	NULL	10.2225697660202	7.98315521385047	0	0	4	3	0	0
Snord52	NULL	8.90360174930581	11.4147760959704	0	0	3	4	0	0
Snord53	NULL	1.87742217649616	11.6997868365218	0	0	3	4	0	0
Snord55	NULL	8.82787841453109	12.076166844668	0	0	3	4	0	0
Snord57	NULL	16.0095250230443	14.6481397741703	0	0	4	4	0	0
Snord58b	NULL	15.3627984989638	3.1782982245819	0	0	4	3	0	0
Snord61	NULL	0	0	0	0	0	0	0	0
Snord64	NULL	0	0	0	0	0	0	0	0
Snord65	NULL	0	0	0	0	0	0	0	0
Snord66	NULL	3.25650814752925	7.01809180268327	0	0	3	3	0	0
Snord67	NULL	1.21565608895635	1.63056323189915	0	0	3	3	0	0
Snord68	NULL	10.8370014897793	8.26957347982474	0	0	4	3	0	0
Snord69	NULL	10.5351990477257	7.4842896198839	0	0	4	3	0	0
Snord7	NULL	0.332304572630934	0.589703510163032	0	0	2	2	0	0
Snord70	NULL	14.4635026878891	5.13952891423396	0	0	4	3	0	0
Snord71	NULL	1.55535479580098	3.08577047917771	0	0	3	3	0	0
Snord72	NULL	99.1514290079188	63.2545654962945	0	0	5	5	0	0
Snord8	NULL	3.15236790381207	1.36612623637765	0	0	3	3	0	0
Snord82	NULL	7.89307949330336	6.60916035891589	0	0	3	3	0	0
Snord83b	NULL	8.4978685961334	11.3236066640544	0	0	3	4	0	0
Snord85	NULL	1.8277002293195	3.64088803396749	0	0	3	3	0	0
Snord87	NULL	11.5453333520619	14.5515316057442	0	0	4	4	0	0
Snord88a	NULL	0	0	0	0	0	0	0	0
Snord88c	NULL	5.48429733301797	5.31712070221202	0	0	3	3	0	0
Snord89	NULL	5.90286584542759	2.52864505937136	0	0	3	3	0	0
Snord90	NULL	0	0	0	0	0	0	0	0
Snord91a	NULL	0	0	0	0	0	0	0	0
Snord92	NULL	2.4993877121962	1.88343387693718	0	0	3	3	0	0
Snord93	NULL	6.87163669894243	6.7665420644994	0	0	3	3	0	0
Snord95	NULL	8.33534726817185	12.3739936228601	0	0	3	4	0	0
Snord96a	NULL	0	0	0	0	0	0	0	0
Snord99	NULL	0	0	0	0	0	0	0	0
Snrnp35	NULL	0.814728083863054	1.5008315359289	0	0	3	3	0	0
Snrpa	NULL	3.20234945639559	2.98011771743834	0	0	3	3	0	0
Snrpb	NULL	4.95192355287869	4.43269550387655	0	0	3	3	0	0
Snrpd2	NULL	11.9272810292439	12.5437085739644	0	0	4	4	0	0
Snrpe	NULL	10.0573502159135	9.8341514561633	0	0	4	4	0	0
Snrpf	NULL	3.48040593935728	3.29122460094914	0	0	3	3	0	0
Snurf	NULL	0	0	0	0	0	0	0	0
Snx15	SNX15	0.870080984916419	0.641158355051731	0	0	3	2	0	0
Socs2	NULL	0.466716741768477	0.265914489374123	0	0	2	2	0	0
Sohlh2	NULL	0	0	0	0	0	0	0	0
Solt	NULL	0.0867167141114908	0.137198242446932	0	0	1	2	0	0
Sorbs1	RP11-476E15.3	0.19079358415577	0.193032251549953	0	0	2	2	0	0
Sorbs2	NULL	0	0	0	0	0	0	0	0
Sox1	NULL	0.0130312147306779	0	0	0	1	0	0	0
Sox2ot	NULL	0.0290516558376232	0.0444290001135914	0	0	1	1	0	0
Sox7	NULL	0.0191611675494819	0.0367083481456411	0	0	1	1	0	0
Sp100	NULL	0.342714806873843	1.30171162969837	0	0	2	3	0	0
Sp110	NULL	0.496093897074238	3.51342478021119	0	0	2	3	0	0
Sp140	NULL	0.404311846704144	1.69440866063367	0	0	2	3	0	0
Spaca5	NULL	0	0	0	0	0	0	0	0
Spag17	NULL	0	0.00797323742202321	0	0	0	1	0	0
Spag6	NULL	0	0	0	0	0	0	0	0
Spam1	NULL	0	0	0	0	0	0	0	0
Spata5l1	NULL	0.959549862075818	1.13216573307935	0	0	3	3	0	0
Spatial	NULL	0	0.0439920472768697	0	0	0	1	0	0
Spcs3	NULL	1.21689928102351	1.24190288643067	0	0	3	3	0	0
Spdyb	NULL	0	0	0	0	0	0	0	0
Speer1-ps1	NULL	0	0.0813871699683891	0	0	0	1	0	0
Speer2	NULL	0	0.0928517548646336	0	0	0	1	0	0
Speer3	NULL	0	0.0744858517463403	0	0	0	1	0	0
Speer4a	NULL	0	0	0	0	0	0	0	0
Speer4b	NULL	0	0	0	0	0	0	0	0
Speer4c	NULL	0	0	0	0	0	0	0	0
Speer4d	NULL	0	0.0637253685173317	0	0	0	1	0	0
Speer4e	NULL	0	0	0	0	0	0	0	0
Speer4f	NULL	0.0281579815906384	0.0553132827991562	0	0	1	1	0	0
Speer5-ps1	NULL	0.0235854372031732	0.0463310182145509	0	0	1	1	0	0
Speer6-ps1	NULL	0	0	0	0	0	0	0	0
Speer7-ps1	NULL	0	0	0	0	0	0	0	0
Speer8-ps1	NULL	0	0	0	0	0	0	0	0
Speer9-ps1	NULL	0	0	0	0	0	0	0	0
Spesp1	NULL	0.0150180085367194	0	0	0	1	0	0	0
Spice1	NULL	0.342441225536015	0.22425180739472	0	0	2	2	0	0
Spin2	NULL	0	0	0	0	0	0	0	0
Spink10	NULL	0.154610743902409	0.0909878494288977	0	0	2	1	0	0
Spink11	NULL	0	0	0	0	0	0	0	0
Spinkl	NULL	0	0	0	0	0	0	0	0
Spinlw1	NULL	0	0	0	0	0	0	0	0
Spn-ps	NULL	0.054914368431683	0	0	0	1	0	0	0
Sppl2b	NULL	0.154297059526989	0.0870974437113641	0	0	2	1	0	0
Sppl3	AC069214.1	1.1543027750681	0.66080198598097	0	0	3	2	0	0
Spr	NULL	2.35585770304509	2.43352485986333	0	0	3	3	0	0
Spred-3	NULL	0.228299595542017	0.384889655787842	0	0	2	2	0	0
Sprr1a	NULL	0	0	0	0	0	0	0	0
Sprr1b	NULL	0	0	0	0	0	0	0	0
Sprr2a1	NULL	0	0	0	0	0	0	0	0
Sprr2b	NULL	0	0	0	0	0	0	0	0
Sprr2d	NULL	0	0	0	0	0	0	0	0
Sprr2e	NULL	0	0	0	0	0	0	0	0
Sprr2f	NULL	0	0	0	0	0	0	0	0
Sprr2g	NULL	0	0	0	0	0	0	0	0
Sprr2h	NULL	0	0	0	0	0	0	0	0
Sprr2i	NULL	0	0	0	0	0	0	0	0
Sprr2j-ps	NULL	0	0	0	0	0	0	0	0
Sprr2k	NULL	0	0	0	0	0	0	0	0
Spt1	NULL	0	0	0	0	0	0	0	0
Srcap	NULL	1.04051146179441	0.721532838583479	0	0	3	2	0	0
Srd5a2	NULL	0.051133608487414	0	0	0	1	0	0	0
Srd5a3	NULL	0.876999190157645	0.535912026043905	0	0	3	2	0	0
Srp54a	NULL	0.119175142557825	0.170568990330272	0	0	2	2	0	0
Srp54b	NULL	0	0	0	0	0	0	0	0
Srp54c	NULL	0.332612209086566	0.231125223918952	0	0	2	2	0	0
Srsf13b	NULL	0.0106068678245534	0.0208360346321078	0	0	1	1	0	0
Srsf15	SFRS15	0.099733417880808	0.0903788618143903	0	0	2	1	0	0
Srsf3	NULL	0	0	0	0	0	0	0	0
Srsf8	NULL	0.485532321505847	0.394980730166568	0	0	2	2	0	0
Sry	NULL	0.0427696875276325	0	0	0	1	0	0	0
Ssbp4	NULL	3.38524413562015	2.81930214811071	0	0	3	3	0	0
Sspo	NULL	0.0030725920996428	0.0166620189757789	0	0	1	1	0	0
Ssty1	NULL	0	0	0	0	0	0	0	0
Ssty2	NULL	0	0	0	0	0	0	0	0
Ssx9	NULL	0.0828061650773567	0	0	0	1	0	0	0
Ssxa1	NULL	0	0	0	0	0	0	0	0
Ssxb1	NULL	0	0	0	0	0	0	0	0
Ssxb10	NULL	0.172248041896991	0	0	0	2	0	0	0
Ssxb2	NULL	0.0398677519882242	0.0783158492093208	0	0	1	1	0	0
Ssxb3	NULL	0	0	0	0	0	0	0	0
Ssxb5	NULL	0	0	0	0	0	0	0	0
Ssxb8	NULL	0.151689353174739	0	0	0	2	0	0	0
Ssxb9	NULL	0.164570521250307	0	0	0	2	0	0	0
St6galnac1	NULL	0.0366780192970997	0.0643286449399669	0	0	1	1	0	0
Stag3	NULL	0.114553961952545	0	0	0	2	0	0	0
Stau2	NULL	0.525493518385501	0.433666007537437	0	0	2	2	0	0
Steap1	NULL	0	0	0	0	0	0	0	0
Stfa1	NULL	0	0.676673498898885	0	0	0	2	0	0
Stfa2	NULL	0	0	0	0	0	0	0	0
Stfa2l1	NULL	0	0	0	0	0	0	0	0
Stfa3	NULL	0	0.287401444468719	0	0	0	2	0	0
Stk11ip	NULL	0.363998787835763	0.560648980665673	0	0	2	2	0	0
Stk19	NULL	1.24245700332382	1.31667173612499	0	0	3	3	0	0
Stk30	RAGE	0.0713406556014629	0.207439507146292	0	0	1	2	0	0
Stmn1-rs1	NULL	0.47444183475062	0.0794214042578015	0	0	2	1	0	0
Ston1	NULL	0.249088613697252	0.276738085315855	0	0	2	2	0	0
Stra6	NULL	0.0136821077909996	0.0805595678677297	0	0	1	1	0	0
Stx16	NULL	0.572678358296786	0.649904847761637	0	0	2	2	0	0
Stxbp3a	NULL	0.690613443037807	0.459752671231896	0	0	3	2	0	0
Styx	NULL	0.575242238408614	0.566112774640101	0	0	2	2	0	0
Suhw4	NULL	0.225497539702674	0.26233727778799	0	0	2	2	0	0
Sult1a1	NULL	0.170077422544449	0.31831722148019	0	0	2	2	0	0
Sult1c1	NULL	0	0	0	0	0	0	0	0
Sult1d1	NULL	0	0	0	0	0	0	0	0
Sult2a1	NULL	0	0	0	0	0	0	0	0
Sult2a2	NULL	0	0	0	0	0	0	0	0
Sult2a3	NULL	0	0	0	0	0	0	0	0
Sult2a4	NULL	0	0	0	0	0	0	0	0
Sult2a5	NULL	0	0	0	0	0	0	0	0
Sult2a6	NULL	0	0	0	0	0	0	0	0
Sult2a7	NULL	0	0	0	0	0	0	0	0
Sult3a1	NULL	0	0	0	0	0	0	0	0
Sult5a1	NULL	0	0	0	0	0	0	0	0
Sumf2	NULL	0.775114516985256	0.931298250408974	0	0	3	3	0	0
Sumo1	NULL	3.05081823548603	3.45615870785718	0	0	3	3	0	0
Sumo2	NULL	6.8720052916277	7.72652359731252	0	0	3	3	0	0
Supl15h	NULL	0.0628905795747281	0.0944604740691058	0	0	1	1	0	0
Sva	NULL	0	0	0	0	0	0	0	0
Sval1	NULL	0	0	0	0	0	0	0	0
Sval2	NULL	0	0	0	0	0	0	0	0
Sval3	NULL	0	0	0	0	0	0	0	0
Svip	NULL	0.693643064979066	0	0	0	3	0	0	0
Svs1	NULL	0	0	0	0	0	0	0	0
Svs2	NULL	0	0	0	0	0	0	0	0
Svs3a	NULL	0	0	0	0	0	0	0	0
Svs3b	NULL	0	0	0	0	0	0	0	0
Svs4	NULL	0	0	0	0	0	0	0	0
Svs5	NULL	0	0.212679530283119	0	0	0	2	0	0
Svs6	NULL	0	0	0	0	0	0	0	0
Swi5	NULL	0	0	0	0	0	0	0	0
Sycp1-ps1	NULL	0.0475968759436089	0	0	0	1	0	0	0
Sycp3	NULL	0.290929810549457	0.0933911789063458	0	0	2	1	0	0
Syk	NULL	0.0301735238477353	0.191070066366477	0	0	1	2	0	0
Sympk	NULL	2.47928097387597	2.07902302723353	0	0	3	3	0	0
Syn2	NULL	0.00947285425131012	0.196970770755521	0	0	1	2	0	0
Syngr2	NULL	2.17085813635115	4.61593117149639	0	0	3	3	0	0
Synj2bp	NULL	0.555456987759165	0.69565785350333	0	0	2	2	0	0
Sys1	NULL	0.810343944918068	0.612485622368335	0	0	3	2	0	0
Sytl3	NULL	0.0315819284043367	7.00193373475491	0	0	1	3	0	0
Szt2	KIAA0467	0.150318406797538	0.155974961931125	0	0	2	2	0	0
T2	NULL	0.224783794256632	0.203014843858144	0	0	2	2	0	0
TAF170	NULL	0.0657072087161781	0.0189374090542337	0	0	1	1	0	0
TAPL	NULL	0.147999207018042	0	0	0	2	0	0	0
TCR BV10S1A2Dbeta1Jbeta2.1	NULL	0	0	0	0	0	0	0	0
TCR [alpha]	NULL	0	0	0	0	0	0	0	0
TCR-alpha chain	NULL	0.090768538902807	0	0	0	2	0	0	0
TCR-beta chain	NULL	0	0	0	0	0	0	0	0
TCRB13-1-1	NULL	0	0.528165359427941	0	0	0	2	0	0
TCRB13-1-3	NULL	0	0	0	0	0	0	0	0
TCRB13-3-3	NULL	0	0	0	0	0	0	0	0
TCRB5-2	NULL	0	0	0	0	0	0	0	0
TCRBVbeta5.1/Jbeta1.5	NULL	0	0.477462047631362	0	0	0	2	0	0
TCR[alpha]	NULL	0	0	0	0	0	0	0	0
TECK	NULL	0	0	0	0	0	0	0	0
TIP5	NULL	0.0483456796200884	0.0816343189689475	0	0	1	1	0	0
TRAD/RAD51L3	NULL	0	0	0	0	0	0	0	0
TRIF	NULL	0	0	0	0	0	0	0	0
TTRAP	NULL	0	0	0	0	0	0	0	0
Taar3	NULL	0	0	0	0	0	0	0	0
Taar4	NULL	0	0	0	0	0	0	0	0
Taar7a	NULL	0	0	0	0	0	0	0	0
Taar7b	NULL	0	0	0	0	0	0	0	0
Taar7d	NULL	0	0	0	0	0	0	0	0
Taar7e	NULL	0	0	0	0	0	0	0	0
Taar7f	NULL	0	0	0	0	0	0	0	0
Taar8a	NULL	0	0	0	0	0	0	0	0
Taar8b	NULL	0	0	0	0	0	0	0	0
Taar8c	NULL	0	0	0	0	0	0	0	0
Taar9	NULL	0	0	0	0	0	0	0	0
Tada1l	NULL	0.0905349897300203	0.119699816832301	0	0	2	1	0	0
Taf1	NULL	0.681967331250377	0.546531924344718	0	0	3	2	0	0
Taf10	NULL	5.78429514802052	6.96387233661604	0	0	3	3	0	0
Taf7l	NULL	0.0285800603622955	0.029933280314311	0	0	1	1	0	0
Tagap	NULL	0.15823646521236	0.349463104930576	0	0	2	2	0	0
Tagap1	NULL	0.438758607509718	0.336927699142129	0	0	2	2	0	0
Tap2	NULL	0.869370134755159	1.73512202676042	0	0	3	3	0	0
Tarbp1	NULL	0.262438252133778	0.298729082114456	0	0	2	2	0	0
Tarm1	NULL	0.260205653333457	0.238846146437022	0	0	2	2	0	0
Tas2r102	NULL	0	0	0	0	0	0	0	0
Tas2r103	NULL	0	0	0	0	0	0	0	0
Tas2r104	NULL	0	0	0	0	0	0	0	0
Tas2r105	NULL	0	0	0	0	0	0	0	0
Tas2r106	NULL	0	0	0	0	0	0	0	0
Tas2r107	NULL	0	0	0	0	0	0	0	0
Tas2r109	NULL	0	0	0	0	0	0	0	0
Tas2r110	NULL	0	0	0	0	0	0	0	0
Tas2r113	NULL	0	0	0	0	0	0	0	0
Tas2r114	NULL	0	0	0	0	0	0	0	0
Tas2r115	NULL	0	0	0	0	0	0	0	0
Tas2r116	NULL	0	0	0	0	0	0	0	0
Tas2r117	NULL	0	0	0	0	0	0	0	0
Tas2r120	NULL	0	0	0	0	0	0	0	0
Tas2r121	NULL	0	0	0	0	0	0	0	0
Tas2r122	NULL	0	0	0	0	0	0	0	0
Tas2r123	NULL	0	0	0	0	0	0	0	0
Tas2r124	NULL	0	0	0	0	0	0	0	0
Tas2r125	NULL	0	0	0	0	0	0	0	0
Tas2r129	NULL	0	0	0	0	0	0	0	0
Tas2r134	NULL	0	0	0	0	0	0	0	0
Tas2r136	NULL	0	0	0	0	0	0	0	0
Tas2r140	NULL	0	0	0	0	0	0	0	0
Tas2r143	NULL	0.0678145963300607	0	0	0	1	0	0	0
Tbata	NULL	0	0.106955327689078	0	0	0	1	0	0
Tbc1d10a	NULL	0.626335153207157	1.15052183899481	0	0	3	3	0	0
Tbl1x	NULL	1.16832562277601	1.33401531386776	0	0	3	3	0	0
Tbrg3	NULL	0.0454542629589985	0.0247129181067637	0	0	1	1	0	0
Tca	NULL	0	0	0	0	0	0	0	0
Tcam1	NULL	0.497148694168571	0.0969581542643294	0	0	2	1	0	0
Tcb	NULL	0	0	0	0	0	0	0	0
Tceal3	NULL	0	0	0	0	0	0	0	0
Tceal5	NULL	0.0566730655644989	0	0	0	1	0	0	0
Tceal6	NULL	0	0	0	0	0	0	0	0
Tceb1	NULL	4.58553073046818	4.40090278030169	0	0	3	3	0	0
Tceb2	NULL	10.6120937326304	7.28145837301951	0	0	4	3	0	0
Tceb3	NULL	0.679298733747452	0.916217578711581	0	0	3	3	0	0
Tcerg1l	NULL	0.00861511791617057	0.223794164856843	0	0	1	2	0	0
Tcf23	NULL	0.0357353289464392	0.0110904737432597	0	0	1	1	0	0
Tcf9	NULL	0.107919153492961	0.0819797233723142	0	0	2	1	0	0
Tcl1b1	NULL	0	0	0	0	0	0	0	0
Tcl1b2	NULL	0	0	0	0	0	0	0	0
Tcl1b3	NULL	0	0	0	0	0	0	0	0
Tcl1b4	NULL	0	0	0	0	0	0	0	0
Tcl1b5	NULL	0	0	0	0	0	0	0	0
Tcp10a	NULL	0	0	0	0	0	0	0	0
Tcp10b	NULL	0	0	0	0	0	0	0	0
Tcp10c	NULL	0.0247897165340606	0	0	0	1	0	0	0
Tcra	NULL	0.131057093918289	0.0135410665950042	0	0	2	1	0	0
Tcra-V2	NULL	0	0.430987568263507	0	0	0	2	0	0
Tcra-V22.1	NULL	0	0	0	0	0	0	0	0
Tcra-V8	NULL	0	0	0	0	0	0	0	0
Tcrb	NULL	0	0	0	0	0	0	0	0
Tcrd	NULL	0.499716046439793	0	0	0	2	0	0	0
Tcrd-V1	NULL	0	0	0	0	0	0	0	0
Tcrg	NULL	0	0	0	0	0	0	0	0
Tcrg-C	NULL	0	0	0	0	0	0	0	0
Tcrg-V2	NULL	0	0	0	0	0	0	0	0
Tcstv3	NULL	0	0	0	0	0	0	0	0
Tcte2	NULL	0	0.0148465658134536	0	0	0	1	0	0
Tcte3	NULL	0	0	0	0	0	0	0	0
Tctex-3	NULL	0	0	0	0	0	0	0	0
Tdg	NULL	1.50148662997399	1.33217477914438	0	0	3	3	0	0
Tdgf1	AC104304.1	0	0.0554274050481632	0	0	0	1	0	0
Tdh	NULL	0	0	0	0	0	0	0	0
Tdpoz1	NULL	0	0	0	0	0	0	0	0
Tdpoz2	NULL	0	0	0	0	0	0	0	0
Tdpoz3	NULL	0	0	0	0	0	0	0	0
Tdpoz4	NULL	0	0	0	0	0	0	0	0
Tdpoz5	NULL	0	0	0	0	0	0	0	0
Tdrd5	NULL	0.688064080639058	0	0	0	3	0	0	0
Tect1	NULL	0.0520530311978703	0.0483457354666427	0	0	1	1	0	0
Teddm1	NULL	0	0	0	0	0	0	0	0
Tekt4	NULL	0	0	0	0	0	0	0	0
Tem5	NULL	0	0	0	0	0	0	0	0
Tem8	NULL	0	0	0	0	0	0	0	0
Terc	NULL	2.41549295705573	1.5224040838722	0	0	3	3	0	0
Terf1	NULL	3.18063252319761	1.88638256093232	0	0	3	3	0	0
Tes	NULL	0	0	0	0	0	0	0	0
Tesp2	NULL	0	0	0	0	0	0	0	0
Tet2	NULL	0.267008746121068	0.594335180972091	0	0	2	2	0	0
Tex13	NULL	0.0398839506782051	2.316075641727	0	0	1	3	0	0
Tex13a	NULL	0	0	0	0	0	0	0	0
Tex16	NULL	0.0132557948743299	0	0	0	1	0	0	0
Tex18	NULL	0.0386691335246205	0	0	0	1	0	0	0
Tex19.1	NULL	0.0644328938116243	0.133022811345859	0	0	1	1	0	0
Tex19.2	NULL	0.987343035052397	0.182837859701174	0	0	3	2	0	0
Tex21	NULL	0.592052639418898	0.0534922543071473	0	0	2	1	0	0
Tex22	RP11-521B24.1	0.113211515547222	0	0	0	2	0	0	0
Tex24	NULL	0	0	0	0	0	0	0	0
Tex28	NULL	0	0	0	0	0	0	0	0
Tex9	NULL	0.117264648476701	0.129106546348103	0	0	2	1	0	0
Tfb2m	NULL	0.683513191146782	0.807153379513411	0	0	3	3	0	0
Tfdp1	NULL	3.40889531891679	3.2608807404975	0	0	3	3	0	0
Tfe3	NULL	0	0	0	0	0	0	0	0
Tfec	NULL	0	0	0	0	0	0	0	0
Tff1	NULL	0	0	0	0	0	0	0	0
Tgif1	NULL	0.809762265959348	1.71657235048119	0	0	3	3	0	0
Tgif2lx1	NULL	0	0	0	0	0	0	0	0
Tgoln2	NULL	0.473711333105917	0.536922409729209	0	0	2	2	0	0
Tgtp2	NULL	0.0521127804038475	0.0165969882348873	0	0	1	1	0	0
Th1l	TH1L	1.08221377087298	1.00780996891753	0	0	3	3	0	0
Tha1	NULL	0	0	0	0	0	0	0	0
Thoc4	NULL	5.00783377815941	3.91648507996588	0	0	3	3	0	0
Ticam2	NULL	0.00733075636253206	1.06700979299708	0	0	1	3	0	0
Tifab	NULL	0.00661632366380938	0.591005343426455	0	0	1	2	0	0
Tigd5	NULL	0.15211156221846	0.0330780654434604	0	0	2	1	0	0
Tilz3b	NULL	0.0300852668336229	0.0462148736942139	0	0	1	1	0	0
Tim9b	NULL	0.612041989714562	0.414435431137169	0	0	3	2	0	0
Timd2	NULL	0	3.41240285833813	0	0	0	3	0	0
Timm23	NULL	4.90281564858192	5.77704673233848	0	0	3	3	0	0
Timm8a1	NULL	5.42724094602934	2.66396554086068	0	0	3	3	0	0
Timm8a2	NULL	0.127787879411533	0	0	0	2	0	0	0
Tlr11	NULL	0	0	0	0	0	0	0	0
Tlr12	NULL	0	0.0702044292455068	0	0	0	1	0	0
Tlr13	NULL	0.00691638932473336	0.0258415483416113	0	0	1	1	0	0
Tlr9	NULL	0.0080307999813399	0.790408515753314	0	0	1	3	0	0
Tm7sf4	TM7SF4	0	0	0	0	0	0	0	0
Tm9sf1	NULL	1.15558250608756	1.06994219122434	0	0	3	3	0	0
Tmco5	NULL	0	0	0	0	0	0	0	0
Tmco5b	NULL	0.0322411111146362	0	0	0	1	0	0	0
Tmco7	TMCO7	0.27784030425815	0.296532226445695	0	0	2	2	0	0
Tmed11	NULL	0	0	0	0	0	0	0	0
Tmed9	NULL	3.06097735602994	3.16429995505684	0	0	3	3	0	0
Tmeff1	NULL	0	1.53950433902818	0	0	0	3	0	0
Tmem103	NULL	0	0	0	0	0	0	0	0
Tmem110	NULL	0.346455382245854	0.418121466707463	0	0	2	2	0	0
Tmem111	TMEM111	1.32083079542669	1.29460854453263	0	0	3	3	0	0
Tmem114	NULL	0	0	0	0	0	0	0	0
Tmem120a	NULL	1.18929054536626	1.02252768084689	0	0	3	3	0	0
Tmem120b	NULL	0.319310720240406	0.393948025122126	0	0	2	2	0	0
Tmem132b	NULL	0.0440803850512781	0	0	0	1	0	0	0
Tmem134	NULL	1.0004547620471	1.68459887193135	0	0	3	3	0	0
Tmem146	NULL	0.323460987971819	0.16566119844936	0	0	2	2	0	0
Tmem149	TMEM149	0.204414711390871	0.146148051658796	0	0	2	2	0	0
Tmem14c	NULL	4.5059766143109	3.41898264265395	0	0	3	3	0	0
Tmem162	NULL	0	0.060030639924909	0	0	0	1	0	0
Tmem167	NULL	0.268844404454195	0.236663652913238	0	0	2	2	0	0
Tmem178	TMEM178	0.156870231587284	0	0	0	2	0	0	0
