#mm9.knownGene.name	mm9.knownGene.chrom	mm9.knownGene.txStart	mm9.knownGene.txEnd	mm9.kgXref.geneSymbol	mm9.knownToEnsembl.value
uc007zmn.2	chr16	56477958	56592863	Abi3bp	ENSMUST00000170080
uc007zmo.2	chr16	56477958	56596104	Abi3bp	ENSMUST00000096012
uc007zmp.2	chr16	56477958	56619784	Abi3bp	ENSMUST00000170080
uc007zmq.2	chr16	56477958	56690248	Abi3bp	ENSMUST00000048471
uc007zmr.2	chr16	56477958	56690248	Abi3bp	ENSMUST00000096013
uc007zms.2	chr16	56477958	56690248	Abi3bp	ENSMUST00000096013
uc007zmt.2	chr16	56477958	56690248	Abi3bp	ENSMUST00000096012
uc007zmu.2	chr16	56477958	56690248	Abi3bp	ENSMUST00000171000
uc012agr.1	chr16	56477958	56690248	Abi3bp	ENSMUST00000171000
uc007zmv.1	chr16	56690444	56717467	Tfg	ENSMUST00000065515
uc012ags.1	chr16	56690444	56717467	Tfg	ENSMUST00000065515
uc007zmw.1	chr16	56724721	56795971	Gpr128	ENSMUST00000023437
uc007zmx.1	chr16	56805273	56886276	Tmem45a	ENSMUST00000023435
uc007zmy.2	chr16	57037079	57071459	2310005G13Rik	ENSMUST00000067173
uc012agt.1	chr16	57037079	57071465	2310005G13Rik	ENSMUST00000067173
uc007zmz.1	chr16	57121826	57154643	Tomm70a	ENSMUST00000166897
uc007zna.1	chr16	57156777	57167445	Nit2	ENSMUST00000023432
uc007znb.1	chr16	57168976	57231579	Tbc1d23	ENSMUST00000023431
uc007znc.1	chr16	57177363	57182666	AK028852	ENSMUST00000023431
uc007znd.1	chr16	57208069	57231579	Tbc1d23	ENSMUST00000023431
uc007zne.2	chr16	57266251	57292964	Tmem30c	ENSMUST00000119407
uc007znf.1	chr16	57269421	57292964	Tmem30c	ENSMUST00000120112
uc007zng.2	chr16	57302112	57606980	2610528E23Rik	ENSMUST00000114371
uc012agu.1	chr16	57353389	57572917	Filip1l	ENSMUST00000159816
uc007zni.2	chr16	57411735	57606980	2610528E23Rik	ENSMUST00000056619
uc007znj.2	chr16	57549354	57572917	Filip1l	ENSMUST00000159414
uc007znk.2	chr16	57561504	57606980	2610528E23Rik	ENSMUST00000099668
uc007znl.1	chr16	57624368	57754850	Col8a1	ENSMUST00000089332
uc007znm.1	chr16	57750963	57754828	AK051864	ENSMUST00000089332
uc007znn.1	chr16	58404990	58408365	AK015492	ENSMUST00000133622
uc007zno.1	chr16	58408647	58469858	Dcbld2	ENSMUST00000046663
uc007znp.1	chr16	58408647	58469858	Dcbld2	ENSMUST00000046663
uc007znq.1	chr16	58460311	58469858	Dcbld2	ENSMUST00000046663
uc007znr.1	chr16	58460355	58469858	Dcbld2	ENSMUST00000046663
uc007zns.1	chr16	58470002	58470408	AK194005	ENSMUST00000114358
uc007znt.1	chr16	58470654	58523425	St3gal6	ENSMUST00000137035
uc007znu.1	chr16	58470654	58524359	St3gal6	ENSMUST00000114358
uc007znv.1	chr16	58470654	58524359	St3gal6	ENSMUST00000114357
uc007znw.1	chr16	58502973	58523871	St3gal6	ENSMUST00000145283
uc007znx.1	chr16	58613798	58617091	Gm813	ENSMUST00000099663
uc012agv.1	chr16	58613798	58617091	Gm813	ENSMUST00000099663
uc007zny.1	chr16	58635374	58638516	E330017A01Rik	ENSMUST00000053249
uc007znz.2	chr16	58670320	58677328	Cpox	ENSMUST00000060077
uc007zoa.2	chr16	58670320	58680502	Cpox	ENSMUST00000060077
uc007zob.1	chr16	58717547	58718837	Gpr15	ENSMUST00000089318
uc007zoc.1	chr16	58728156	58734350	Cldnd1	ENSMUST00000023426
uc007zod.1	chr16	58729289	58734350	Cldnd1	ENSMUST00000023426
uc007zoe.2	chr16	58760265	58761353	Olfr172	ENSMUST00000095991
uc007zof.2	chr16	58796574	58797738	Olfr173	ENSMUST00000049940
uc007zog.1	chr16	58823606	58826587	Olfr175-ps1	ENSMUST00000079955
uc007zoh.1	chr16	58872040	58872974	Olfr177	ENSMUST00000072853
uc007zoi.1	chr16	58889084	58890044	Olfr178	ENSMUST00000058564
uc007zoj.2	chr16	58915511	58918312	Olfr180	ENSMUST00000171656
uc012agw.1	chr16	58916036	58929218	Olfr180	ENSMUST00000171656
uc007zok.2	chr16	58925382	58928470	Olfr181	ENSMUST00000075361
uc007zol.1	chr16	58995229	59000442	Olfr183	ENSMUST00000073320
uc007zom.1	chr16	59026801	59027731	Olfr186	ENSMUST00000062380
uc007zon.2	chr16	59035605	59039575	Olfr187	ENSMUST00000054385
uc007zoo.1	chr16	59073980	59074904	Olfr190	ENSMUST00000071243
uc007zop.1	chr16	59085377	59086307	Olfr191	ENSMUST00000078517
uc007zoq.1	chr16	59097891	59098816	Olfr192	ENSMUST00000080251
uc007zor.1	chr16	59109504	59110434	Olfr193	ENSMUST00000076262
uc007zos.1	chr16	59118973	59119894	Olfr194	ENSMUST00000072608
uc007zot.1	chr16	59148677	59149604	Olfr195	ENSMUST00000075381
uc007zou.1	chr16	59167037	59167967	Olfr196	ENSMUST00000077027
uc007zov.1	chr16	59185381	59186307	Olfr197	ENSMUST00000080031
uc007zow.1	chr16	59201329	59202250	Olfr198	ENSMUST00000064452
uc007zox.1	chr16	59215510	59216437	Olfr199	ENSMUST00000099657
uc007zoy.1	chr16	59268564	59269491	Olfr201	ENSMUST00000099656
uc007zoz.1	chr16	59283397	59284321	Olfr202	ENSMUST00000049859
uc007zpa.1	chr16	59302980	59303901	Olfr203	ENSMUST00000089305
uc007zpb.1	chr16	59314313	59315231	Olfr204	ENSMUST00000072517
uc007zpc.1	chr16	59328415	59329333	Olfr205	ENSMUST00000074125
uc007zpd.1	chr16	59344604	59345525	Olfr206	ENSMUST00000084791
uc007zpe.1	chr16	59361124	59362042	Olfr209	ENSMUST00000055868
uc007zpf.1	chr16	59407207	59461565	Gabrr3	ENSMUST00000114341
uc007zpg.2	chr16	59471600	59477393	Mina	ENSMUST00000120667
uc007zph.2	chr16	59471600	59492277	Mina	ENSMUST00000023407
uc007zpi.2	chr16	59471893	59492277	Mina	ENSMUST00000160571
uc012agx.1	chr16	59480116	59491494	Mina	ENSMUST00000120674
uc007zpj.2	chr16	59490600	59525440	Crybg3	ENSMUST00000129762
uc007zpk.2	chr16	59490600	59555578	Crybg3	ENSMUST00000044604
uc007zpl.2	chr16	59613146	59639165	Arl6	ENSMUST00000099646
uc007zpm.2	chr16	59613146	59639165	Arl6	ENSMUST00000099646
uc007zpn.1	chr16	59636770	59672819	AK016054	n/a
uc007zpo.1	chr16	59653308	60605357	Epha6	ENSMUST00000068860
uc012agy.1	chr16	59653308	60605357	Epha6	ENSMUST00000068860
uc007zpp.1	chr16	59759986	60005547	Epha6	ENSMUST00000161358
uc007zpq.1	chr16	60424087	60605357	Epha6	ENSMUST00000159383
uc007zpr.1	chr16	62176282	62176307	DQ694814	n/a
uc007zps.1	chr16	62734677	62786542	Nsun3	ENSMUST00000063089
uc007zpt.1	chr16	62734677	62786542	Nsun3	ENSMUST00000143314
uc007zpu.2	chr16	62793514	62846866	Arl13b	ENSMUST00000089289
uc007zpv.1	chr16	62814501	62822548	Stx19	ENSMUST00000055557
uc007zpw.2	chr16	62825430	62846866	Arl13b	ENSMUST00000132902
uc007zpx.1	chr16	62854159	62929166	Pros1	ENSMUST00000023629
uc007zpy.1	chr16	63545043	63863983	Epha3	ENSMUST00000064405
uc012agz.1	chr16	63545043	63863983	Epha3	ENSMUST00000064405
uc007zpz.1	chr16	63610137	63863983	Epha3	ENSMUST00000064405
uc012aha.1	chr16	64477636	64478960	Csnka2ip	ENSMUST00000089279
uc007zqb.1	chr16	64765929	64770765	4930453N24Rik	ENSMUST00000076991
uc007zqc.1	chr16	64765930	64770765	4930453N24Rik	ENSMUST00000076991
uc007zqd.1	chr16	64780172	64786147	Zfp654	ENSMUST00000052588
uc007zqe.1	chr16	64851910	64859207	Cggbp1	ENSMUST00000067744
uc007zqf.1	chr16	64851910	64859317	Cggbp1	ENSMUST00000067744
uc007zqg.2	chr16	64924554	65105610	Htr1f	ENSMUST00000063076
uc007zqh.1	chr16	65520963	65525878	Pou1f1	ENSMUST00000004964
uc007zqi.1	chr16	65520963	65534316	Pou1f1	ENSMUST00000004964
uc007zqj.1	chr16	65539377	65562942	Chmp2b	ENSMUST00000004965
uc007zqk.2	chr16	65815877	65863311	Vgll3	ENSMUST00000168064
uc007zql.2	chr16	65828857	65863311	Vgll3	ENSMUST00000168064
uc007zqn.2	chr16	66655665	67621153	Cadm2	ENSMUST00000114292
uc007zqo.2	chr16	66655665	67621153	Cadm2	ENSMUST00000114292
uc007zqm.1	chr16	66657362	66664869	AK005838	ENSMUST00000174502
uc007zqp.1	chr16	66892763	66901438	AK029643	ENSMUST00000146849
uc012ahb.1	chr16	69857118	69863989	Speer2	ENSMUST00000076500
uc007zqs.1	chr16	69952087	70006726	AK080311	n/a
uc007zqt.1	chr16	70314331	70361895	Gbe1	ENSMUST00000099628
uc007zqu.1	chr16	70314331	70569961	Gbe1	ENSMUST00000023393
uc007zqv.1	chr16	70616669	70625067	AK139678	n/a
uc007zqw.1	chr16	70954532	71011132	AK076959	n/a
uc007zqx.1	chr16	71250148	71267421	AK019789	n/a
uc007zqy.1	chr16	72226627	72234572	AK033170	n/a
uc007zqz.1	chr16	72663393	72743636	Robo2	ENSMUST00000171732
uc007zra.1	chr16	72663393	72958489	Robo1	ENSMUST00000114274
uc007zrb.1	chr16	72663393	73046345	Robo1	ENSMUST00000023600
uc007zrc.1	chr16	72978804	73003955	Robo1	ENSMUST00000023600
uc007zrd.1	chr16	73072619	73095928	AK133038	n/a
uc007zre.1	chr16	73099151	73204257	AK015664	n/a
uc007zrf.1	chr16	73892550	73962155	Robo2	ENSMUST00000117785
uc007zrg.1	chr16	73892550	74353122	Robo2	ENSMUST00000117785
uc007zrh.1	chr16	73892550	74411157	Robo2	ENSMUST00000117785
uc007zri.1	chr16	73920450	73956904	mKIAA1568	ENSMUST00000116586
uc007zrj.1	chr16	73928268	74411157	Robo2	ENSMUST00000116586
uc007zrk.1	chr16	74044316	74411157	Robo1	ENSMUST00000140062
uc012ahc.1	chr16	74342234	74342312	Mir691	ENSMUST00000140062
uc007zrl.1	chr16	74350039	74411157	Robo1	ENSMUST00000156010
uc007zrm.1	chr16	75540788	75567927	Lipi	ENSMUST00000062721
uc007zrn.1	chr16	75540788	75586306	Lipi	ENSMUST00000062721
uc007zro.1	chr16	75593135	75603070	Rbm11	ENSMUST00000114253
uc007zrq.2	chr16	75755435	75767063	Hspa13	ENSMUST00000046283
uc007zrp.2	chr16	75755435	75767063	Hspa13	ENSMUST00000046283
uc007zrr.2	chr16	75759432	75767063	Hspa13	ENSMUST00000137806
uc007zrs.1	chr16	75859038	75909511	Samsn1	ENSMUST00000114239
uc007zrt.1	chr16	75859038	75953577	Samsn1	ENSMUST00000023592
uc007zru.1	chr16	75882775	75909511	Samsn1	ENSMUST00000139691
uc007zrv.1	chr16	76001028	76034847	AK146213	ENSMUST00000128832
uc007zrw.1	chr16	76122857	76156331	AK019818	n/a
uc007zrx.1	chr16	76291106	76373294	Nrip1	ENSMUST00000054178
uc007zry.1	chr16	76291106	76374072	Nrip1	ENSMUST00000121927
uc007zrz.1	chr16	76752037	76779337	AK038693	n/a
uc007zsa.1	chr16	77004472	77011126	AK077115	n/a
uc007zsb.1	chr16	77014313	77117025	Usp25	ENSMUST00000023580
uc007zsc.1	chr16	77071888	77074665	AK030906	ENSMUST00000023580
uc007zsd.1	chr16	77236561	77363924	AK051166	ENSMUST00000170849
uc007zse.1	chr16	77236561	77598776	2810055G20Rik	ENSMUST00000068704
uc007zsf.2	chr16	77329572	77558673	2810055G20Rik	ENSMUST00000170849
uc007zsg.2	chr16	77329572	77595507	2810055G20Rik	ENSMUST00000068704
uc007zsh.2	chr16	77329572	77598776	2810055G20Rik	ENSMUST00000170849
uc007zsi.2	chr16	77329572	77680432	2810055G20Rik	ENSMUST00000170849
uc007zsj.2	chr16	77329572	77691644	2810055G20Rik	ENSMUST00000170849
uc007zsk.1	chr16	77500750	77598776	2810055G20Rik	ENSMUST00000068704
uc012ahd.1	chr16	77599180	77599245	Mir99a	ENSMUST00000083596
uc012ahe.1	chr16	77599901	77599995	Mirlet7c-1	ENSMUST00000083623
uc012ahf.1	chr16	77646517	77646588	Mir125b-2	ENSMUST00000083538
uc012ahg.1	chr16	77846848	77853326	EU234022	ENSMUST00000169531
uc007zsl.1	chr16	78251112	78295260	AK087725	n/a
uc007zsm.1	chr16	78301935	78330213	Cxadr	ENSMUST00000023572
uc007zsn.1	chr16	78301935	78340996	Cxadr	ENSMUST00000023572
uc007zso.1	chr16	78301935	78360030	Cxadr	ENSMUST00000114229
uc007zsp.1	chr16	78360104	78377030	Btg3	ENSMUST00000023570
uc012ahh.1	chr16	78360104	78377426	Btg3	ENSMUST00000023570
uc012ahi.1	chr16	78540582	78576892	D16Ertd472e	ENSMUST00000114220
uc007zsr.2	chr16	78540582	78576902	D16Ertd472e	ENSMUST00000114220
uc007zss.2	chr16	78540582	78576913	D16Ertd472e	ENSMUST00000114220
uc007zst.1	chr16	78547820	78576874	D16Ertd472e	ENSMUST00000114218
uc007zsu.1	chr16	78695278	78709325	AK019797	n/a
uc007zsv.1	chr16	78931192	78947400	Chodl	ENSMUST00000114216
uc007zsw.1	chr16	78931192	78951973	Chodl	ENSMUST00000023568
uc012ahj.1	chr16	78931192	78951973	Chodl	ENSMUST00000023568
uc007zsx.1	chr16	78953708	79057964	Tmprss15	ENSMUST00000169157
uc007zsy.1	chr16	78953708	79091342	Tmprss15	ENSMUST00000023566
uc007zsz.1	chr16	78953708	79091342	Tmprss15	ENSMUST00000060402
uc007zta.2	chr16	81200941	81598050	Ncam2	ENSMUST00000037785
uc007ztb.2	chr16	81200941	81624532	Ncam2	ENSMUST00000067602
uc012ahk.1	chr16	81852729	81852758	AB340047	n/a
uc007ztc.1	chr16	84680033	84685392	AK019711	n/a
uc007ztd.1	chr16	84713276	84715489	AY096003	ENSMUST00000164314
uc012ahl.1	chr16	84714384	84714449	Mir155	ENSMUST00000083463
uc007zte.1	chr16	84718525	84735426	Mrpl39	ENSMUST00000116584
uc007ztf.1	chr16	84774367	84811241	Jam2	ENSMUST00000098407
uc007ztg.1	chr16	84774367	84823129	Jam2	ENSMUST00000114195
uc007zth.1	chr16	84828115	84835246	Atp5j	ENSMUST00000114191
uc007zti.1	chr16	84828115	84835819	Atp5j	ENSMUST00000023608
uc007ztj.1	chr16	84835169	84863254	Gabpa	ENSMUST00000009120
uc007ztk.1	chr16	84835368	84864021	Gabpa	ENSMUST00000009120
uc007ztl.1	chr16	84835368	84864023	Gabpa	ENSMUST00000009120
uc012ahm.1	chr16	84846368	84857817	Gabpa	ENSMUST00000172092
uc007ztn.2	chr16	84954680	85173952	App	ENSMUST00000074271
uc007ztp.2	chr16	84954680	85173952	App	ENSMUST00000074271
uc007ztq.2	chr16	84954680	85173952	App	ENSMUST00000169502
uc007ztm.2	chr16	84954680	85173952	App	ENSMUST00000169502
uc007zto.2	chr16	84954680	85173952	App	ENSMUST00000005406
uc012ahn.1	chr16	84954680	85173952	App	ENSMUST00000169502
uc007ztr.1	chr16	84972455	84979301	AK166404	n/a
uc007zts.1	chr16	84972455	84979696	AK082307	n/a
uc007ztt.1	chr16	85452463	85456550	AK080982	ENSMUST00000114174
uc007ztu.1	chr16	85456489	85550954	Cyyr1	ENSMUST00000114174
uc012aho.1	chr16	85794072	85803360	Adamts1	ENSMUST00000023610
uc007ztw.1	chr16	85858401	85901370	Adamts5	ENSMUST00000023611
uc007ztx.1	chr16	86770471	86806609	AK085480	n/a
uc007zty.1	chr16	86770471	86806758	AK085322	n/a
uc007ztz.1	chr16	86962703	87049505	AK133303	n/a
uc007zua.1	chr16	87125285	87128684	AK016163	n/a
uc007zub.1	chr16	87354429	87365907	N6amt1	ENSMUST00000120284
uc007zuc.1	chr16	87354429	87367928	N6amt1	ENSMUST00000118115
uc007zud.1	chr16	87354429	87368894	N6amt1	ENSMUST00000054442
uc007zue.1	chr16	87354429	87368894	N6amt1	ENSMUST00000054442
uc007zuf.1	chr16	87376895	87381438	Rnf160	ENSMUST00000039449
uc007zug.1	chr16	87376895	87432851	Ltn1	ENSMUST00000039449
uc007zuh.1	chr16	87413391	87426585	Ltn1	ENSMUST00000167583
uc007zui.1	chr16	87433575	87440837	Rwdd2b	ENSMUST00000039101
uc007zuj.2	chr16	87455229	87471201	Usp16	ENSMUST00000131206
uc007zuk.2	chr16	87455229	87483758	Usp16	ENSMUST00000026710
uc012ahp.1	chr16	87472325	87483758	Usp16	ENSMUST00000026710
uc007zul.1	chr16	87483569	87496114	Cct8	ENSMUST00000026704
uc007zum.1	chr16	87496243	87504073	AK139053	n/a
uc007zun.1	chr16	87496317	87504278	AK045112	n/a
uc012ahq.1	chr16	87553574	87595581	ORF63	ENSMUST00000026700
uc007zup.1	chr16	87699198	87723165	Bach1	ENSMUST00000156958
uc007zuq.1	chr16	87699198	87733591	Bach1	ENSMUST00000026703
uc007zur.2	chr16	87896141	88290503	Grik1	ENSMUST00000072256
uc007zus.2	chr16	87896141	88290503	Grik1	ENSMUST00000023652
uc007zut.1	chr16	87909515	87952499	AK016377	n/a
uc007zuu.1	chr16	87912663	87924076	Grik1	ENSMUST00000114137
uc007zuv.2	chr16	87912663	88290503	Grik1	ENSMUST00000114137
uc007zuw.2	chr16	87935444	88290503	Grik1	ENSMUST00000023652
uc007zux.2	chr16	87945531	88290503	Grik1	ENSMUST00000165675
uc007zuy.1	chr16	88506051	88507223	Cldn17	ENSMUST00000069549
uc007zuz.2	chr16	88561070	88563428	Cldn8	ENSMUST00000049697
uc012ahr.1	chr16	88610953	88612524	Krtap24-1	ENSMUST00000052512
uc012ahs.1	chr16	88627032	88627911	2310079G19Rik	ENSMUST00000052337
uc007zva.1	chr16	88647068	88648041	Krtap26-1	ENSMUST00000095934
uc012aht.1	chr16	88671290	88671899	Krtap27-1	ENSMUST00000165580
uc012ahu.1	chr16	88707415	88708207	2310061N02Rik	ENSMUST00000050882
uc007zvb.1	chr16	88729106	88729856	Krtap13-1	ENSMUST00000060494
uc007zvc.1	chr16	88750989	88751873	Krtap13	ENSMUST00000053149
uc007zvd.1	chr16	88759091	88760034	2310034C09Rik	ENSMUST00000089111
uc007zve.1	chr16	88773425	88774451	2310057N15Rik	ENSMUST00000054223
uc012ahv.1	chr16	88799136	88820910	AK016107	ENSMUST00000023648
uc007zvf.1	chr16	88825535	88826390	Krtap14	ENSMUST00000099562
uc007zvg.1	chr16	88829253	88830089	Krtap15	ENSMUST00000023648
uc007zvh.1	chr16	88869162	88869655	Krtap16-9	ENSMUST00000081334
uc007zvi.1	chr16	88873909	88874514	Krtap16-1	ENSMUST00000076186
uc007zvj.1	chr16	88877757	88878283	Krtap16-5	ENSMUST00000075284
uc007zvk.1	chr16	88885030	88885334	Krtap16-4	ENSMUST00000051103
uc007zvl.1	chr16	88896212	88896694	Krtap8-2	ENSMUST00000053460
uc007zvm.1	chr16	88932048	88932509	AY026312	ENSMUST00000077715
uc012ahw.1	chr16	88962548	88963118	Krtap16-10	ENSMUST00000074045
uc012ahx.1	chr16	89010624	89011004	Krtap22-2	n/a
uc012ahy.1	chr16	89015521	89016091	Gm10229	ENSMUST00000089106
uc007zvo.1	chr16	89031943	89032537	Krtap6-1	ENSMUST00000076906
uc012ahz.1	chr16	89047533	89048144	Krtap16-8	ENSMUST00000074637
uc012aia.1	chr16	89206105	89206639	Krtap20-2	ENSMUST00000169954
uc007zvp.1	chr16	89403271	89404019	Krtap16-7	ENSMUST00000078422
uc007zvq.1	chr16	89419567	89420356	Krtap6-2	ENSMUST00000082065
uc007zvr.2	chr16	89487618	89488197	Krtap8-1	ENSMUST00000072280
uc012aib.1	chr16	89507947	89508568	Krtap7-1	ENSMUST00000056118
uc012aic.1	chr16	89570420	89571428	Krtap11-1	ENSMUST00000171542
uc007zvs.2	chr16	89787355	89818597	Tiam1	ENSMUST00000164263
uc007zvt.2	chr16	89787355	89838120	Tiam1	ENSMUST00000114122
uc007zvu.2	chr16	89787355	89961072	Tiam1	ENSMUST00000002588
uc007zvv.2	chr16	89787355	89974944	Tiam1	ENSMUST00000163370
uc007zvw.2	chr16	89787355	90144059	Tiam1	ENSMUST00000089084
uc007zvx.1	chr16	89791929	89800314	Tiam1	ENSMUST00000134021
uc007zvy.1	chr16	89897778	89961072	Tiam1	ENSMUST00000002588
uc012aid.1	chr16	90142481	90147072	Gm10789	n/a
uc007zvz.1	chr16	90220986	90226569	Sod1	ENSMUST00000023707
uc007zwa.1	chr16	90229384	90242975	Scaf4	ENSMUST00000039280
uc007zwb.1	chr16	90229384	90284670	Scaf4	ENSMUST00000039280
uc007zwc.1	chr16	90229384	90284670	Scaf4	ENSMUST00000039280
uc007zwe.1	chr16	90229384	90284670	Scaf4	ENSMUST00000039280
uc007zwd.1	chr16	90229384	90284670	Scaf4	ENSMUST00000039280
uc007zwf.1	chr16	90242570	90260547	Scaf4	ENSMUST00000039280
uc007zwg.1	chr16	90256113	90284670	Srsf15	ENSMUST00000039280
uc007zwh.1	chr16	90348969	90349887	AK013372	n/a
uc007zwi.1	chr16	90386641	90499798	Hunk	ENSMUST00000065856
uc007zwj.1	chr16	90719556	90727616	2610039C10Rik	ENSMUST00000099554
uc007zwk.1	chr16	90727756	90729363	AK090163	ENSMUST00000171829
uc007zwl.1	chr16	90738568	90750021	Mrap	ENSMUST00000038197
uc007zwm.2	chr16	90751771	90810658	Urb1	ENSMUST00000140920
uc007zwn.2	chr16	90783387	90810658	Urb1	ENSMUST00000142955
uc007zwo.2	chr16	90799751	90810658	Urb1	ENSMUST00000140942
uc007zwp.2	chr16	90826963	90905130	4931408A02Rik	ENSMUST00000099548
uc007zwr.2	chr16	90831103	90905130	4931408A02Rik	ENSMUST00000169301
uc007zwq.2	chr16	90831103	90905130	4931408A02Rik	ENSMUST00000169301
uc012aie.1	chr16	90831103	90905130	C21orf63	ENSMUST00000169301
uc007zws.2	chr16	90831103	90905130	C21orf63	ENSMUST00000167745
uc012aif.1	chr16	90831103	90905130	4931408A02Rik	ENSMUST00000169301
uc007zwt.2	chr16	90926055	90935094	1110004E09Rik	ENSMUST00000023694
uc007zwu.2	chr16	90926055	90935094	1110004E09Rik	ENSMUST00000023694
uc007zwv.1	chr16	90935211	90935873	AK005956	n/a
uc007zww.2	chr16	90936341	91011340	Synj1	ENSMUST00000170853
uc012aig.1	chr16	90936341	91011553	Synj1	ENSMUST00000121759
uc007zwx.2	chr16	90960736	91011340	Synj1	ENSMUST00000118246
uc007zwy.2	chr16	91011493	91016748	4930404I05Rik	ENSMUST00000154854
uc012aih.1	chr16	91014281	91044624	Gcfc1	ENSMUST00000118522
uc007zwz.2	chr16	91014281	91044624	C21orf66	ENSMUST00000118522
uc007zxc.1	chr16	91054179	91069390	4932438H23Rik	ENSMUST00000035689
uc007zxd.1	chr16	91054179	91069390	4932438H23Rik	ENSMUST00000114076
uc007zxe.1	chr16	91225794	91228922	Olig2	ENSMUST00000035608
uc007zxf.1	chr16	91270013	91272184	Olig1	ENSMUST00000056882
uc007zxg.2	chr16	91373027	91394288	Ifnar2	ENSMUST00000117836
uc007zxh.2	chr16	91373027	91405832	Ifnar2	ENSMUST00000023693
uc007zxi.2	chr16	91373027	91405832	Ifnar2	ENSMUST00000023693
uc007zxj.1	chr16	91406479	91420556	Il10rb	ENSMUST00000152729
uc007zxk.2	chr16	91406479	91426079	Il10rb	ENSMUST00000023691
uc007zxm.1	chr16	91465348	91470366	AK038602	ENSMUST00000149172
uc007zxo.2	chr16	91485459	91507686	Ifnar1	ENSMUST00000023689
uc007zxp.2	chr16	91485459	91507686	Ifnar1	ENSMUST00000023689
uc007zxn.2	chr16	91485459	91510767	Ifnar1	ENSMUST00000023689
uc007zxq.1	chr16	91547338	91564252	Ifngr2	ENSMUST00000023687
uc007zxr.1	chr16	91574752	91597925	Tmem50b	ENSMUST00000023686
uc007zxs.1	chr16	91614501	91619244	Dnajc28	ENSMUST00000169982
uc007zxt.1	chr16	91614501	91619244	Dnajc28	ENSMUST00000169982
uc007zxu.1	chr16	91621641	91647217	Gart	ENSMUST00000023684
uc007zxv.1	chr16	91621641	91647217	Gart	ENSMUST00000023684
uc007zxw.1	chr16	91633649	91647217	Gart	ENSMUST00000120450
uc007zxx.1	chr16	91633649	91647217	Gart	ENSMUST00000120450
uc007zxy.1	chr16	91648068	91663563	Son	ENSMUST00000114036
uc007zxz.1	chr16	91648068	91679437	Son	ENSMUST00000117633
uc012aii.1	chr16	91654855	91665950	Son	ENSMUST00000119368
uc007zya.1	chr16	91654855	91679437	Son	ENSMUST00000140312
uc007zyb.2	chr16	91677833	91679437	mKIAA1019	ENSMUST00000140312
uc007zyc.1	chr16	91679509	91688973	Donson	ENSMUST00000023682
uc007zyd.1	chr16	91679509	91688973	Donson	ENSMUST00000117159
uc012aij.1	chr16	91679509	91688973	Donson	ENSMUST00000139324
uc007zye.1	chr16	91689142	91715887	AK038992	ENSMUST00000156242
uc007zyf.2	chr16	91689566	91729047	Cryzl1	ENSMUST00000073466
uc007zyg.2	chr16	91689566	91729047	Cryzl1	ENSMUST00000073466
uc012aik.1	chr16	91692843	91729047	Cryzl1	ENSMUST00000073466
uc007zyh.1	chr16	91729615	91832597	Itsn1	ENSMUST00000095909
uc007zyi.2	chr16	91729615	91871900	Itsn1	ENSMUST00000056482
uc007zyj.1	chr16	91729615	91920824	Itsn1	ENSMUST00000114002
uc007zyk.1	chr16	91782405	91803376	Itsn1	ENSMUST00000114001
uc012ail.1	chr16	91784307	91828578	Itsn	ENSMUST00000113993
uc007zyl.1	chr16	91839860	91851210	Itsn1	ENSMUST00000113993
uc007zym.1	chr16	91839860	91853293	Itsn	ENSMUST00000153741
uc007zyn.1	chr16	91842872	91853293	Itsn	ENSMUST00000143023
uc007zyo.1	chr16	91853939	91863623	Itsn1	ENSMUST00000113993
uc007zyp.1	chr16	91853939	91863623	Itsn1	ENSMUST00000114001
uc007zyq.1	chr16	91887644	91905744	Itsn1	ENSMUST00000023678
uc007zyr.1	chr16	91899749	91909623	Itsn	ENSMUST00000064797
uc012aim.1	chr16	91912203	91915405	maa-13	ENSMUST00000137575
uc007zys.1	chr16	91925467	91931875	Atp5o	ENSMUST00000023677
uc007zyt.2	chr16	92058566	92087718	Slc5a3	ENSMUST00000113975
uc007zyu.1	chr16	92058566	92112472	Mrps6	ENSMUST00000047429
uc007zyv.1	chr16	92126532	92187581	AK087806	n/a
uc007zyw.2	chr16	92292633	92298378	Kcne2	ENSMUST00000047383
uc007zyx.1	chr16	92301547	92313286	Fam165b	ENSMUST00000063641
uc007zyy.1	chr16	92309102	92312711	AK006730	n/a
uc007zyz.1	chr16	92319007	92321686	4930563D23Rik	ENSMUST00000062638
uc007zza.1	chr16	92346245	92359119	Kcne1	ENSMUST00000051705
uc007zzb.1	chr16	92346245	92359713	Kcne1	ENSMUST00000051705
uc007zzc.1	chr16	92377315	92382928	AK045951	n/a
uc007zzd.1	chr16	92392197	92400322	Rcan1	ENSMUST00000023672
uc007zze.1	chr16	92392197	92466391	Rcan1	ENSMUST00000060005
uc007zzf.1	chr16	92478986	92497610	AK010774	ENSMUST00000160494
uc007zzg.1	chr16	92498391	92541486	Clic6	ENSMUST00000023670
uc007zzi.2	chr16	92601710	92697573	Runx1	ENSMUST00000168195
uc012ain.1	chr16	92601710	92697573	Runx1	ENSMUST00000113956
uc007zzj.2	chr16	92601710	92826311	Runx1	ENSMUST00000023673
uc007zzk.2	chr16	92601710	92826311	Runx1	ENSMUST00000023673
uc007zzl.1	chr16	92687233	92697570	Runx1	ENSMUST00000113956
